Database_Name,Max_Temperature,Time_of_Max_Temperature,Number_of_Detections
C:\SG_Devices_DBs\SG23\2025-12-01_Galshan.db,34.29999923706055,2025.12.01_18.33.00,535
C:\SG_Devices_DBs\SG23\2025-12-02_Galshan.db,34.20000076293945,2025.12.02_18.28.59,467
C:\SG_Devices_DBs\SG23\2025-12-03_Galshan.db,30.700000762939453,2025.12.03_23.06.03,5
C:\SG_Devices_DBs\SG23\2025-12-04_Galshan.db,33.099998474121094,2025.12.04_08.00.18,1060
C:\SG_Devices_DBs\SG23\2025-12-08_Galshan.db,36.79999923706055,2025.12.08_13.19.40,488
C:\SG_Devices_DBs\SG23\2025-12-09_Galshan.db,29.5,2025.12.09_16.59.30,310
C:\SG_Devices_DBs\SG23\2025-12-10_Galshan.db,30.700000762939453,2025.12.10_14.07.59,437
C:\SG_Devices_DBs\SG23\2025-12-11_Galshan.db,25.0,2025.12.11_01.02.16,1
C:\SG_Devices_DBs\SG25\2025-03-14_Galshan.db,30.299999237060547,2025.03.14_18.25.01,2
C:\SG_Devices_DBs\SG25\2025-03-15_Galshan.db,44.099998474121094,2025.03.15_13.36.45,1
C:\SG_Devices_DBs\SG25\2025-03-16_Galshan.db,48.70000076293945,2025.03.16_12.31.36,4
C:\SG_Devices_DBs\SG25\2025-03-17_Galshan.db,36.29999923706055,2025.03.17_00.03.15,0
C:\SG_Devices_DBs\SG25\2025-03-18_Galshan.db,40.5,2025.03.18_09.55.04,5
C:\SG_Devices_DBs\SG25\2025-03-19_Galshan.db,27.0,2025.03.19_11.19.47,2
C:\SG_Devices_DBs\SG25\2025-03-20_Galshan.db,16.600000381469727,2025.03.20_10.50.27,3
C:\SG_Devices_DBs\SG25\2025-03-21_Galshan.db,21.399999618530273,2025.03.21_16.27.16,5
C:\SG_Devices_DBs\SG25\2025-03-22_Galshan.db,28.0,2025.03.22_12.47.30,5
C:\SG_Devices_DBs\SG25\2025-03-23_Galshan.db,30.399999618530273,2025.03.23_11.59.37,1
C:\SG_Devices_DBs\SG25\2025-03-24_Galshan.db,34.70000076293945,2025.03.24_11.08.49,1
C:\SG_Devices_DBs\SG25\2025-03-25_Galshan.db,40.5,2025.03.25_12.30.09,1
C:\SG_Devices_DBs\SG25\2025-03-26_Galshan.db,42.0,2025.03.26_11.55.18,0
C:\SG_Devices_DBs\SG25\2025-03-27_Galshan.db,41.20000076293945,2025.03.27_16.25.04,3
C:\SG_Devices_DBs\SG25\2025-03-28_Galshan.db,39.70000076293945,2025.03.28_16.08.24,1
C:\SG_Devices_DBs\SG25\2025-03-29_Galshan.db,35.0,2025.03.29_16.33.03,0
C:\SG_Devices_DBs\SG25\2025-03-30_Galshan.db,31.399999618530273,2025.03.30_13.51.38,1
C:\SG_Devices_DBs\SG25\2025-03-31_Galshan.db,29.799999237060547,2025.03.31_15.46.16,1
C:\SG_Devices_DBs\SG25\2025-04-01_Galshan.db,32.5,2025.04.01_18.17.26,2
C:\SG_Devices_DBs\SG25\2025-04-02_Galshan.db,32.20000076293945,2025.04.02_08.07.42,3
C:\SG_Devices_DBs\SG25\2025-04-03_Galshan.db,33.0,2025.04.03_17.01.24,0
C:\SG_Devices_DBs\SG25\2025-04-04_Galshan.db,35.900001525878906,2025.04.04_12.54.37,9
C:\SG_Devices_DBs\SG25\2025-04-05_Galshan.db,31.5,2025.04.05_13.41.33,29
C:\SG_Devices_DBs\SG25\2025-04-06_Galshan.db,34.099998474121094,2025.04.06_15.03.53,271
C:\SG_Devices_DBs\SG25\2025-04-07_Galshan.db,40.5,2025.04.07_11.40.27,19
C:\SG_Devices_DBs\SG25\2025-04-08_Galshan.db,38.20000076293945,2025.04.08_19.39.37,645
C:\SG_Devices_DBs\SG25\2025-04-09_Galshan.db,39.5,2025.04.09_08.55.16,0
C:\SG_Devices_DBs\SG25\2025-04-10_Galshan.db,29.299999237060547,2025.04.10_13.37.32,36
C:\SG_Devices_DBs\SG25\2025-04-11_Galshan.db,24.5,2025.04.11_13.14.12,6
C:\SG_Devices_DBs\SG25\2025-04-12_Galshan.db,23.299999237060547,2025.04.12_13.31.32,1
C:\SG_Devices_DBs\SG25\2025-04-13_Galshan.db,28.399999618530273,2025.04.13_14.29.49,2
C:\SG_Devices_DBs\SG25\2025-04-14_Galshan.db,29.0,2025.04.14_10.36.52,3
C:\SG_Devices_DBs\SG25\2025-04-15_Galshan.db,27.5,2025.04.15_15.27.15,3
C:\SG_Devices_DBs\SG25\2025-04-16_Galshan.db,37.900001525878906,2025.04.16_13.14.21,5
C:\SG_Devices_DBs\SG25\2025-04-17_Galshan.db,37.5,2025.04.17_13.09.00,1
C:\SG_Devices_DBs\SG25\2025-04-18_Galshan.db,39.20000076293945,2025.04.18_13.15.39,5
C:\SG_Devices_DBs\SG25\2025-04-19_Galshan.db,46.20000076293945,2025.04.19_13.27.13,1
C:\SG_Devices_DBs\SG25\2025-04-20_Galshan.db,43.5,2025.04.20_12.51.53,2
C:\SG_Devices_DBs\SG25\2025-04-21_Galshan.db,41.0,2025.04.21_14.51.41,6
C:\SG_Devices_DBs\SG25\2025-04-22_Galshan.db,40.900001525878906,2025.04.22_13.28.20,2
C:\SG_Devices_DBs\SG25\2025-04-23_Galshan.db,40.0,2025.04.23_11.46.59,4
C:\SG_Devices_DBs\SG25\2025-04-24_Galshan.db,40.0,2025.04.24_12.11.41,1
C:\SG_Devices_DBs\SG25\2025-04-25_Galshan.db,37.70000076293945,2025.04.25_12.54.22,1
C:\SG_Devices_DBs\SG25\2025-04-26_Galshan.db,32.599998474121094,2025.04.26_14.25.34,0
C:\SG_Devices_DBs\SG25\2025-04-27_Galshan.db,38.0,2025.04.27_11.50.10,2
C:\SG_Devices_DBs\SG25\2025-04-28_Galshan.db,37.599998474121094,2025.04.28_09.02.20,3
C:\SG_Devices_DBs\SG25\2025-04-29_Galshan.db,35.5,2025.04.29_10.17.33,1
C:\SG_Devices_DBs\SG25\2025-04-30_Galshan.db,38.0,2025.04.30_14.14.26,1
C:\SG_Devices_DBs\SG25\2025-05-01_Galshan.db,37.599998474121094,2025.05.01_11.03.55,2
C:\SG_Devices_DBs\SG25\2025-05-02_Galshan.db,36.79999923706055,2025.05.02_07.34.31,0
C:\SG_Devices_DBs\SG25\2025-05-03_Galshan.db,37.599998474121094,2025.05.03_12.29.21,3
C:\SG_Devices_DBs\SG25\2025-05-04_Galshan.db,37.79999923706055,2025.05.04_12.31.10,2
C:\SG_Devices_DBs\SG25\2025-05-05_Galshan.db,33.099998474121094,2025.05.05_13.30.32,2
C:\SG_Devices_DBs\SG25\2025-05-06_Galshan.db,38.5,2025.05.06_10.27.03,1
C:\SG_Devices_DBs\SG25\2025-05-07_Galshan.db,37.0,2025.05.07_11.08.07,2
C:\SG_Devices_DBs\SG25\2025-05-08_Galshan.db,46.599998474121094,2025.05.08_13.05.54,3
C:\SG_Devices_DBs\SG25\2025-05-09_Galshan.db,44.79999923706055,2025.05.09_11.16.10,3
C:\SG_Devices_DBs\SG25\2025-05-10_Galshan.db,49.099998474121094,2025.05.10_11.19.36,2
C:\SG_Devices_DBs\SG25\2025-05-11_Galshan.db,47.599998474121094,2025.05.11_11.32.17,2
C:\SG_Devices_DBs\SG25\2025-05-12_Galshan.db,40.099998474121094,2025.05.12_09.44.53,0
C:\SG_Devices_DBs\SG25\2025-05-13_Galshan.db,37.400001525878906,2025.05.13_13.09.37,1
C:\SG_Devices_DBs\SG25\2025-05-14_Galshan.db,33.900001525878906,2025.05.14_06.34.06,1
C:\SG_Devices_DBs\SG25\2025-05-15_Galshan.db,35.20000076293945,2025.05.15_12.19.20,3
C:\SG_Devices_DBs\SG25\2025-05-16_Galshan.db,43.0,2025.05.16_14.56.03,4
C:\SG_Devices_DBs\SG25\2025-05-17_Galshan.db,51.70000076293945,2025.05.17_15.20.44,3
C:\SG_Devices_DBs\SG25\2025-05-18_Galshan.db,47.79999923706055,2025.05.18_11.24.42,1
C:\SG_Devices_DBs\SG25\2025-05-20_Galshan.db,37.5,2025.05.20_12.10.19,0
C:\SG_Devices_DBs\SG25\2025-05-21_Galshan.db,32.79999923706055,2025.05.21_12.27.25,63
C:\SG_Devices_DBs\SG25\2025-05-22_Galshan.db,43.400001525878906,2025.05.22_10.07.39,8
C:\SG_Devices_DBs\SG25\2025-05-23_Galshan.db,42.70000076293945,2025.05.23_08.44.45,1
C:\SG_Devices_DBs\SG25\2025-05-24_Galshan.db,45.29999923706055,2025.05.24_09.52.23,3
C:\SG_Devices_DBs\SG25\2025-05-25_Galshan.db,51.29999923706055,2025.05.25_11.05.09,2
C:\SG_Devices_DBs\SG25\2025-05-26_Galshan.db,36.900001525878906,2025.05.26_22.48.41,0
C:\SG_Devices_DBs\SG25\2025-05-27_Galshan.db,36.29999923706055,2025.05.27_00.06.43,0
C:\SG_Devices_DBs\SG25\2025-05-28_Galshan.db,30.899999618530273,2025.05.28_11.09.18,38
C:\SG_Devices_DBs\SG25\2025-05-29_Galshan.db,35.400001525878906,2025.05.29_12.49.07,6
C:\SG_Devices_DBs\SG25\2025-05-30_Galshan.db,38.5,2025.05.30_11.51.57,5
C:\SG_Devices_DBs\SG25\2025-05-31_Galshan.db,42.0,2025.05.31_15.12.59,740
C:\SG_Devices_DBs\SG25\2025-06-01_Galshan.db,40.20000076293945,2025.06.01_12.49.36,6
C:\SG_Devices_DBs\SG25\2025-06-02_Galshan.db,36.599998474121094,2025.06.02_07.07.02,4
C:\SG_Devices_DBs\SG25\2025-06-03_Galshan.db,39.0,2025.06.03_12.19.53,7
C:\SG_Devices_DBs\SG25\2025-06-04_Galshan.db,40.0,2025.06.04_09.32.30,6
C:\SG_Devices_DBs\SG25\2025-06-05_Galshan.db,43.70000076293945,2025.06.05_11.53.22,44
C:\SG_Devices_DBs\SG25\2025-06-06_Galshan.db,42.29999923706055,2025.06.06_12.14.43,6
C:\SG_Devices_DBs\SG25\2025-06-07_Galshan.db,44.20000076293945,2025.06.07_12.14.41,2
C:\SG_Devices_DBs\SG25\2025-06-08_Galshan.db,48.099998474121094,2025.06.08_08.23.35,3
C:\SG_Devices_DBs\SG25\2025-06-09_Galshan.db,44.70000076293945,2025.06.09_13.19.05,1
C:\SG_Devices_DBs\SG25\2025-06-10_Galshan.db,46.599998474121094,2025.06.10_13.55.48,3
C:\SG_Devices_DBs\SG25\2025-06-11_Galshan.db,48.70000076293945,2025.06.11_09.17.27,2
C:\SG_Devices_DBs\SG25\2025-06-12_Galshan.db,52.0,2025.06.12_09.18.09,8
C:\SG_Devices_DBs\SG25\2025-06-13_Galshan.db,53.900001525878906,2025.06.13_08.14.13,4
C:\SG_Devices_DBs\SG25\2025-06-14_Galshan.db,52.0,2025.06.14_08.14.27,3
C:\SG_Devices_DBs\SG25\2025-06-15_Galshan.db,41.599998474121094,2025.06.15_12.54.31,1
C:\SG_Devices_DBs\SG25\2025-06-16_Galshan.db,47.79999923706055,2025.06.16_11.12.47,7
C:\SG_Devices_DBs\SG25\2025-06-17_Galshan.db,42.79999923706055,2025.06.17_11.36.33,66
C:\SG_Devices_DBs\SG25\2025-06-18_Galshan.db,42.900001525878906,2025.06.18_13.47.07,157
C:\SG_Devices_DBs\SG25\2025-06-19_Galshan.db,47.20000076293945,2025.06.19_11.45.21,108
C:\SG_Devices_DBs\SG25\2025-06-20_Galshan.db,48.79999923706055,2025.06.20_07.11.12,43
C:\SG_Devices_DBs\SG25\2025-06-21_Galshan.db,49.0,2025.06.21_09.54.49,6
C:\SG_Devices_DBs\SG25\2025-06-22_Galshan.db,50.79999923706055,2025.06.22_09.48.58,5
C:\SG_Devices_DBs\SG25\2025-06-23_Galshan.db,50.5,2025.06.23_10.12.03,1
C:\SG_Devices_DBs\SG25\2025-06-24_Galshan.db,37.5,2025.06.24_19.14.50,1
C:\SG_Devices_DBs\SG25\2025-06-25_Galshan.db,54.099998474121094,2025.06.25_08.09.25,26
C:\SG_Devices_DBs\SG25\2025-06-26_Galshan.db,49.70000076293945,2025.06.26_08.07.19,51
C:\SG_Devices_DBs\SG25\2025-06-27_Galshan.db,50.29999923706055,2025.06.27_09.07.59,51
C:\SG_Devices_DBs\SG25\2025-06-28_Galshan.db,53.400001525878906,2025.06.28_10.17.10,1
C:\SG_Devices_DBs\SG25\2025-06-29_Galshan.db,50.70000076293945,2025.06.29_07.27.55,4
C:\SG_Devices_DBs\SG25\2025-07-07_Galshan.db,36.400001525878906,2025.07.07_09.08.40,0
C:\SG_Devices_DBs\SG25\2025-07-08_Galshan.db,47.900001525878906,2025.07.08_12.44.16,78
C:\SG_Devices_DBs\SG25\2025-07-09_Galshan.db,46.5,2025.07.09_13.33.28,3
C:\SG_Devices_DBs\SG25\2025-07-10_Galshan.db,50.70000076293945,2025.07.10_10.34.29,6
C:\SG_Devices_DBs\SG25\2025-07-11_Galshan.db,52.400001525878906,2025.07.11_12.56.36,2
C:\SG_Devices_DBs\SG25\2025-07-13_Galshan.db,48.70000076293945,2025.07.13_14.14.54,9
C:\SG_Devices_DBs\SG25\2025-07-14_Galshan.db,45.900001525878906,2025.07.14_11.26.50,7
C:\SG_Devices_DBs\SG25\2025-07-15_Galshan.db,45.0,2025.07.15_12.45.50,397
C:\SG_Devices_DBs\SG25\2025-07-16_Galshan.db,46.400001525878906,2025.07.16_11.34.53,36
C:\SG_Devices_DBs\SG25\2025-07-17_Galshan.db,54.29999923706055,2025.07.17_08.35.56,332
C:\SG_Devices_DBs\SG25\2025-07-18_Galshan.db,51.20000076293945,2025.07.18_13.45.57,287
C:\SG_Devices_DBs\SG25\2025-07-19_Galshan.db,48.0,2025.07.19_08.41.18,5
C:\SG_Devices_DBs\SG25\2025-07-20_Galshan.db,46.400001525878906,2025.07.20_09.59.34,21
C:\SG_Devices_DBs\SG25\2025-07-21_Galshan.db,54.5,2025.07.21_10.49.21,2
C:\SG_Devices_DBs\SG25\2025-07-22_Galshan.db,52.900001525878906,2025.07.22_14.31.00,5
C:\SG_Devices_DBs\SG25\2025-07-23_Galshan.db,49.900001525878906,2025.07.23_09.26.44,19
C:\SG_Devices_DBs\SG25\2025-07-24_Galshan.db,48.29999923706055,2025.07.24_09.19.54,49
C:\SG_Devices_DBs\SG25\2025-07-25_Galshan.db,48.0,2025.07.25_13.11.50,9
C:\SG_Devices_DBs\SG25\2025-07-26_Galshan.db,54.400001525878906,2025.07.26_10.00.51,3
C:\SG_Devices_DBs\SG25\2025-07-27_Galshan.db,49.099998474121094,2025.07.27_11.42.42,11
C:\SG_Devices_DBs\SG25\2025-07-28_Galshan.db,54.70000076293945,2025.07.28_08.37.20,12
C:\SG_Devices_DBs\SG25\2025-07-29_Galshan.db,45.400001525878906,2025.07.29_12.23.23,2
C:\SG_Devices_DBs\SG25\2025-07-30_Galshan.db,46.70000076293945,2025.07.30_13.46.14,4
C:\SG_Devices_DBs\SG25\2025-07-31_Galshan.db,45.099998474121094,2025.07.31_10.41.15,4
C:\SG_Devices_DBs\SG25\2025-08-01_Galshan.db,43.29999923706055,2025.08.01_11.44.17,15
C:\SG_Devices_DBs\SG25\2025-08-02_Galshan.db,47.79999923706055,2025.08.02_12.15.34,9
C:\SG_Devices_DBs\SG25\2025-08-03_Galshan.db,50.29999923706055,2025.08.03_08.46.39,4
C:\SG_Devices_DBs\SG25\2025-08-04_Galshan.db,49.79999923706055,2025.08.04_09.39.38,0
C:\SG_Devices_DBs\SG25\2025-08-05_Galshan.db,53.900001525878906,2025.08.05_07.48.40,2
C:\SG_Devices_DBs\SG25\2025-08-06_Galshan.db,46.099998474121094,2025.08.06_15.57.43,1
C:\SG_Devices_DBs\SG25\2025-08-07_Galshan.db,49.099998474121094,2025.08.07_14.04.51,1
C:\SG_Devices_DBs\SG25\2025-08-08_Galshan.db,47.70000076293945,2025.08.08_10.26.38,9
C:\SG_Devices_DBs\SG25\2025-08-09_Galshan.db,54.20000076293945,2025.08.09_09.06.24,3
C:\SG_Devices_DBs\SG25\2025-08-10_Galshan.db,50.70000076293945,2025.08.10_12.13.49,0
C:\SG_Devices_DBs\SG25\2025-08-21_Galshan.db,46.29999923706055,2025.08.21_15.11.16,3
C:\SG_Devices_DBs\SG25\2025-08-22_Galshan.db,53.29999923706055,2025.08.22_10.35.51,0
C:\SG_Devices_DBs\SG25\2025-08-23_Galshan.db,52.400001525878906,2025.08.23_09.22.28,2
C:\SG_Devices_DBs\SG25\2025-08-24_Galshan.db,41.20000076293945,2025.08.24_03.23.24,0
C:\SG_Devices_DBs\SG25\2025-08-26_Galshan.db,41.20000076293945,2025.08.26_11.26.39,4
C:\SG_Devices_DBs\SG25\2025-08-27_Galshan.db,42.099998474121094,2025.08.27_12.13.36,0
C:\SG_Devices_DBs\SG25\2025-09-03_Galshan.db,43.20000076293945,2025.09.03_17.40.01,0
C:\SG_Devices_DBs\SG25\2025-09-04_Galshan.db,46.20000076293945,2025.09.04_12.59.38,22
C:\SG_Devices_DBs\SG25\2025-09-05_Galshan.db,53.900001525878906,2025.09.05_09.42.16,2
C:\SG_Devices_DBs\SG25\2025-09-06_Galshan.db,38.20000076293945,2025.09.06_16.18.11,14
C:\SG_Devices_DBs\SG25\2025-09-07_Galshan.db,46.0,2025.09.07_12.54.37,8
C:\SG_Devices_DBs\SG25\2025-09-08_Galshan.db,44.099998474121094,2025.09.08_10.37.18,9
C:\SG_Devices_DBs\SG25\2025-09-09_Galshan.db,46.400001525878906,2025.09.09_10.24.29,7
C:\SG_Devices_DBs\SG25\2025-09-10_Galshan.db,46.400001525878906,2025.09.10_11.36.12,71
C:\SG_Devices_DBs\SG25\2025-09-11_Galshan.db,39.29999923706055,2025.09.11_10.03.34,0
C:\SG_Devices_DBs\SG25\2025-09-14_Galshan.db,53.599998474121094,2025.09.14_14.03.01,0
C:\SG_Devices_DBs\SG25\2025-09-15_Galshan.db,51.900001525878906,2025.09.15_09.20.25,1
C:\SG_Devices_DBs\SG25\2025-09-16_Galshan.db,35.900001525878906,2025.09.16_23.03.10,0
C:\SG_Devices_DBs\SG25\2025-09-17_Galshan.db,37.599998474121094,2025.09.17_01.03.13,3
C:\SG_Devices_DBs\SG25\2025-09-18_Galshan.db,45.599998474121094,2025.09.18_13.19.38,4
C:\SG_Devices_DBs\SG25\2025-09-19_Galshan.db,45.599998474121094,2025.09.19_12.02.27,39
C:\SG_Devices_DBs\SG25\2025-09-20_Galshan.db,46.79999923706055,2025.09.20_13.01.55,25
C:\SG_Devices_DBs\SG25\2025-09-21_Galshan.db,50.099998474121094,2025.09.21_12.25.22,16
C:\SG_Devices_DBs\SG25\2025-09-22_Galshan.db,39.29999923706055,2025.09.22_17.22.01,0
C:\SG_Devices_DBs\SG25\2025-09-23_Galshan.db,54.099998474121094,2025.09.23_11.50.27,0
C:\SG_Devices_DBs\SG25\2025-09-27_Galshan.db,35.70000076293945,2025.09.27_20.11.59,0
C:\SG_Devices_DBs\SG25\2025-09-28_Galshan.db,54.70000076293945,2025.09.28_11.41.58,0
C:\SG_Devices_DBs\SG25\2025-10-09_Galshan.db,36.900001525878906,2025.10.09_13.20.50,6
C:\SG_Devices_DBs\SG25\2025-10-10_Galshan.db,35.900001525878906,2025.10.10_07.31.14,4
C:\SG_Devices_DBs\SG25\2025-10-11_Galshan.db,46.099998474121094,2025.10.11_11.27.41,2
C:\SG_Devices_DBs\SG25\2025-10-15_Galshan.db,31.899999618530273,2025.10.15_15.35.14,0
C:\SG_Devices_DBs\SG25\2025-10-16_Galshan.db,25.700000762939453,2025.10.16_01.17.33,0
C:\SG_Devices_DBs\SG25\2025-10-17_Galshan.db,30.100000381469727,2025.10.17_17.06.35,0
C:\SG_Devices_DBs\SG25\2025-10-18_Galshan.db,28.600000381469727,2025.10.18_02.54.56,0
C:\SG_Devices_DBs\SG25\2025-10-19_Galshan.db,40.70000076293945,2025.10.19_14.12.06,2
C:\SG_Devices_DBs\SG25\2025-10-20_Galshan.db,42.79999923706055,2025.10.20_14.09.57,0
C:\SG_Devices_DBs\SG25\2025-10-21_Galshan.db,40.900001525878906,2025.10.21_11.32.08,0
C:\SG_Devices_DBs\SG25\2025-10-22_Galshan.db,47.0,2025.10.22_12.06.56,0
C:\SG_Devices_DBs\SG25\2025-10-23_Galshan.db,50.400001525878906,2025.10.23_13.49.04,1
C:\SG_Devices_DBs\SG25\2025-10-26_Galshan.db,39.099998474121094,2025.10.26_07.58.24,0
C:\SG_Devices_DBs\SG25\2025-10-27_Galshan.db,35.70000076293945,2025.10.27_03.10.11,0
C:\SG_Devices_DBs\SG25\2025-10-28_Galshan.db,45.29999923706055,2025.10.28_10.34.43,1
C:\SG_Devices_DBs\SG25\2025-10-29_Galshan.db,26.100000381469727,2025.10.29_00.05.18,0
C:\SG_Devices_DBs\SG25\2025-11-03_Galshan.db,36.20000076293945,2025.11.03_22.04.49,0
C:\SG_Devices_DBs\SG25\2025-11-04_Galshan.db,49.70000076293945,2025.11.04_11.35.24,3
C:\SG_Devices_DBs\SG25\2025-11-05_Galshan.db,32.599998474121094,2025.11.05_00.05.57,0
C:\SG_Devices_DBs\SG25\2025-11-06_Galshan.db,41.70000076293945,2025.11.06_15.13.32,6
C:\SG_Devices_DBs\SG25\2025-11-07_Galshan.db,43.5,2025.11.07_11.14.21,0
C:\SG_Devices_DBs\SG25\2025-11-08_Galshan.db,36.70000076293945,2025.11.08_11.51.21,3
C:\SG_Devices_DBs\SG25\2025-11-09_Galshan.db,42.400001525878906,2025.11.09_15.52.30,3
C:\SG_Devices_DBs\SG25\2025-11-10_Galshan.db,36.20000076293945,2025.11.10_13.23.23,0
C:\SG_Devices_DBs\SG25\2025-11-11_Galshan.db,41.29999923706055,2025.11.11_13.45.27,0
C:\SG_Devices_DBs\SG25\2025-11-12_Galshan.db,41.70000076293945,2025.11.12_11.58.22,2
C:\SG_Devices_DBs\SG25\2025-11-13_Galshan.db,40.099998474121094,2025.11.13_11.35.20,5
C:\SG_Devices_DBs\SG25\2025-11-14_Galshan.db,30.700000762939453,2025.11.14_10.18.15,1
C:\SG_Devices_DBs\SG25\2025-11-15_Galshan.db,30.100000381469727,2025.11.15_10.07.13,2
C:\SG_Devices_DBs\SG25\2025-11-16_Galshan.db,36.099998474121094,2025.11.16_11.02.07,0
C:\SG_Devices_DBs\SG25\2025-11-17_Galshan.db,29.700000762939453,2025.11.17_12.28.54,1
C:\SG_Devices_DBs\SG25\2025-11-18_Galshan.db,27.399999618530273,2025.11.18_12.23.52,1
C:\SG_Devices_DBs\SG25\2025-11-19_Galshan.db,30.0,2025.11.19_14.06.54,3
C:\SG_Devices_DBs\SG25\2025-11-20_Galshan.db,34.79999923706055,2025.11.20_12.49.49,1
C:\SG_Devices_DBs\SG25\2025-11-21_Galshan.db,36.599998474121094,2025.11.21_12.43.04,1
C:\SG_Devices_DBs\SG25\2025-11-22_Galshan.db,35.400001525878906,2025.11.22_11.44.00,1
C:\SG_Devices_DBs\SG25\2025-11-23_Galshan.db,33.20000076293945,2025.11.23_13.58.01,1
C:\SG_Devices_DBs\SG25\2025-11-24_Galshan.db,35.70000076293945,2025.11.24_15.05.02,0
C:\SG_Devices_DBs\SG25\2025-11-25_Galshan.db,36.599998474121094,2025.11.25_11.47.03,0
C:\SG_Devices_DBs\SG25\2025-11-26_Galshan.db,43.5,2025.11.26_12.18.05,1
C:\SG_Devices_DBs\SG25\2025-11-27_Galshan.db,26.700000762939453,2025.11.27_10.25.00,2
C:\SG_Devices_DBs\SG25\2025-11-28_Galshan.db,28.799999237060547,2025.11.28_13.48.25,5
C:\SG_Devices_DBs\SG25\2025-11-29_Galshan.db,32.400001525878906,2025.11.29_17.25.32,5
C:\SG_Devices_DBs\SG25\2025-11-30_Galshan.db,33.0,2025.11.30_14.32.24,2
C:\SG_Devices_DBs\SG25\2025-12-01_Galshan.db,38.29999923706055,2025.12.01_09.39.12,0
C:\SG_Devices_DBs\SG25\2025-12-02_Galshan.db,44.20000076293945,2025.12.02_09.27.28,24
C:\SG_Devices_DBs\SG25\2025-12-03_Galshan.db,28.299999237060547,2025.12.03_09.04.27,3860
C:\SG_Devices_DBs\SG26\2025-03-18_Galshan.db,26.200000762939453,2025.03.18_19.21.02,9
C:\SG_Devices_DBs\SG26\2025-03-19_Galshan.db,27.299999237060547,2025.03.19_09.58.18,41
C:\SG_Devices_DBs\SG26\2025-03-20_Galshan.db,18.299999237060547,2025.03.20_09.52.58,45
C:\SG_Devices_DBs\SG26\2025-03-21_Galshan.db,20.0,2025.03.21_07.47.35,4
C:\SG_Devices_DBs\SG26\2025-03-22_Galshan.db,23.5,2025.03.22_08.12.16,15
C:\SG_Devices_DBs\SG26\2025-03-23_Galshan.db,24.700000762939453,2025.03.23_12.31.49,29
C:\SG_Devices_DBs\SG26\2025-03-24_Galshan.db,31.0,2025.03.24_09.48.49,8
C:\SG_Devices_DBs\SG26\2025-03-25_Galshan.db,34.70000076293945,2025.03.25_09.50.03,44
C:\SG_Devices_DBs\SG26\2025-03-26_Galshan.db,40.099998474121094,2025.03.26_09.20.02,10662
C:\SG_Devices_DBs\SG26\2025-03-27_Galshan.db,41.400001525878906,2025.03.27_15.25.42,9083
C:\SG_Devices_DBs\SG26\2025-03-28_Galshan.db,40.70000076293945,2025.03.28_15.26.04,1
C:\SG_Devices_DBs\SG26\2025-03-29_Galshan.db,28.799999237060547,2025.03.29_14.21.24,2
C:\SG_Devices_DBs\SG26\2025-03-30_Galshan.db,25.899999618530273,2025.03.30_12.10.01,1
C:\SG_Devices_DBs\SG26\2025-03-31_Galshan.db,34.70000076293945,2025.03.31_14.41.24,3
C:\SG_Devices_DBs\SG26\2025-04-01_Galshan.db,32.70000076293945,2025.04.01_15.06.34,41
C:\SG_Devices_DBs\SG26\2025-04-02_Galshan.db,41.29999923706055,2025.04.02_09.15.19,456
C:\SG_Devices_DBs\SG26\2025-04-03_Galshan.db,29.799999237060547,2025.04.03_13.41.51,1
C:\SG_Devices_DBs\SG26\2025-04-04_Galshan.db,28.100000381469727,2025.04.04_08.55.34,6
C:\SG_Devices_DBs\SG26\2025-04-05_Galshan.db,30.100000381469727,2025.04.05_13.39.23,0
C:\SG_Devices_DBs\SG26\2025-04-06_Galshan.db,36.79999923706055,2025.04.06_16.02.49,17
C:\SG_Devices_DBs\SG26\2025-04-07_Galshan.db,31.600000381469727,2025.04.07_09.22.55,0
C:\SG_Devices_DBs\SG26\2025-04-08_Galshan.db,36.5,2025.04.08_18.54.34,0
C:\SG_Devices_DBs\SG26\2025-04-09_Galshan.db,34.20000076293945,2025.04.09_00.24.43,2
C:\SG_Devices_DBs\SG26\2025-04-10_Galshan.db,23.799999237060547,2025.04.10_11.57.14,7
C:\SG_Devices_DBs\SG26\2025-04-11_Galshan.db,25.700000762939453,2025.04.11_12.05.26,103
C:\SG_Devices_DBs\SG26\2025-04-12_Galshan.db,26.700000762939453,2025.04.12_14.12.09,62
C:\SG_Devices_DBs\SG26\2025-04-13_Galshan.db,28.200000762939453,2025.04.13_13.54.47,127
C:\SG_Devices_DBs\SG26\2025-04-14_Galshan.db,28.5,2025.04.14_09.48.37,139
C:\SG_Devices_DBs\SG26\2025-04-15_Galshan.db,23.5,2025.04.15_14.23.10,14
C:\SG_Devices_DBs\SG26\2025-04-16_Galshan.db,31.399999618530273,2025.04.16_10.47.46,54
C:\SG_Devices_DBs\SG26\2025-04-17_Galshan.db,36.0,2025.04.17_11.13.59,106
C:\SG_Devices_DBs\SG26\2025-04-18_Galshan.db,39.099998474121094,2025.04.18_12.44.42,3286
C:\SG_Devices_DBs\SG26\2025-04-19_Galshan.db,40.400001525878906,2025.04.19_10.21.17,25193
C:\SG_Devices_DBs\SG26\2025-04-20_Galshan.db,36.5,2025.04.20_12.33.59,20597
